model_id,task_id,base_model,dataset_id
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1399,1399,,Lots-of-LoRAs/task1399_obqa_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task184,184,,Lots-of-LoRAs/task184_break_generate_question
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1517,1517,,Lots-of-LoRAs/task1517_limit_classfication
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1575,1575,,Lots-of-LoRAs/task1575_amazon_reviews_multi_sentiment_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1327,1327,,Lots-of-LoRAs/task1327_qa_zre_answer_generation_from_question
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task807,807,,Lots-of-LoRAs/task807_pawsx_chinese_english_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1574,1574,,Lots-of-LoRAs/task1574_amazon_reviews_multi_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1268,1268,,Lots-of-LoRAs/task1268_ted_translation_fa_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1432,1432,,Lots-of-LoRAs/task1432_head_qa_language_translation_en_to_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task386,386,,Lots-of-LoRAs/task386_semeval_2018_task3_irony_detection
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task408,408,,Lots-of-LoRAs/task408_mickey_it_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1531,1531,,Lots-of-LoRAs/task1531_daily_dialog_type_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task791,791,,Lots-of-LoRAs/task791_pawsx_french_spanish_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task384,384,,Lots-of-LoRAs/task384_socialiqa_question_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1249,1249,,Lots-of-LoRAs/task1249_ted_translation_it_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1221,1221,,Lots-of-LoRAs/task1221_ted_translation_en_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task843,843,,Lots-of-LoRAs/task843_financial_phrasebank_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1351,1351,,Lots-of-LoRAs/task1351_opus100_translation_gu_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1130,1130,,Lots-of-LoRAs/task1130_xcsr_vi_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1560,1560,,Lots-of-LoRAs/task1560_blimp_binary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1230,1230,,Lots-of-LoRAs/task1230_ted_translation_ar_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task514,514,,Lots-of-LoRAs/task514_argument_consequence_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task062,062,,Lots-of-LoRAs/task062_bigbench_repeat_copy_logic
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1330,1330,,Lots-of-LoRAs/task1330_open_subtitles_en_te_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task100,100,,Lots-of-LoRAs/task100_concatenate_all_elements_from_index_i_to_j
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1414,1414,,Lots-of-LoRAs/task1414_ajgt_twitter_ar_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1082,1082,,Lots-of-LoRAs/task1082_pib_translation_marathi_hindi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task576,576,,Lots-of-LoRAs/task576_curiosity_dialogs_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task543,543,,Lots-of-LoRAs/task543_alt_translation_bh_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task868,868,,Lots-of-LoRAs/task868_mawps_singleop_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task601,601,,Lots-of-LoRAs/task601_flores_translation_sntoen
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task790,790,,Lots-of-LoRAs/task790_pawsx_french_korean_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task911,911,,Lots-of-LoRAs/task911_bianet_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1138,1138,,Lots-of-LoRAs/task1138_xcsr_de_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1149,1149,,Lots-of-LoRAs/task1149_item_check_edible
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task840,840,,Lots-of-LoRAs/task840_para_pdt_en_es_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task141,141,,Lots-of-LoRAs/task141_odd-man-out_classification_category
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task651,651,,Lots-of-LoRAs/task651_opus100_en_ar_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task229,229,,Lots-of-LoRAs/task229_arc_answer_generation_hard
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1377,1377,,Lots-of-LoRAs/task1377_newscomm_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task200,200,,Lots-of-LoRAs/task200_mnli_entailment_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1618,1618,,Lots-of-LoRAs/task1618_cc_alligned_classify_tel_eng
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1538,1538,,Lots-of-LoRAs/task1538_malayalam_offenseval_dravidian_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task112,112,,Lots-of-LoRAs/task112_asset_simple_sentence_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1095,1095,,Lots-of-LoRAs/task1095_ted_translation_ja_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1443,1443,,Lots-of-LoRAs/task1443_string_to_number
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task262,262,,Lots-of-LoRAs/task262_spl_translation_ja_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task261,261,,Lots-of-LoRAs/task261_spl_translation_es_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task567,567,,Lots-of-LoRAs/task567_circa_text_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1648,1648,,Lots-of-LoRAs/task1648_opus_books_en-sv_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task662,662,,Lots-of-LoRAs/task662_global_voices_fa_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task715,715,,Lots-of-LoRAs/task715_mmmlu_answer_generation_international_law
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task279,279,,Lots-of-LoRAs/task279_stereoset_classification_stereotype
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1141,1141,,Lots-of-LoRAs/task1141_xcsr_zh_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task961,961,,Lots-of-LoRAs/task961_ancora-ca-ner_text_auto_completion
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task816,816,,Lots-of-LoRAs/task816_pawsx_japanese_spanish_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task424,424,,Lots-of-LoRAs/task424_hindienglish_corpora_hi_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1650,1650,,Lots-of-LoRAs/task1650_opus_books_en-fi_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task410,410,,Lots-of-LoRAs/task410_mickey_ru_sentence_perturbation_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task425,425,,Lots-of-LoRAs/task425_hindienglish_corpora_en_hi_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1595,1595,,Lots-of-LoRAs/task1595_event2mind_text_generation_1
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task314,314,,Lots-of-LoRAs/task314_europarl_sv-en_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1652,1652,,Lots-of-LoRAs/task1652_opus_books_ca-en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1113,1113,,Lots-of-LoRAs/task1113_ted_translation_he_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1435,1435,,Lots-of-LoRAs/task1435_ro_sts_parallel_language_translation_ro_to_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1276,1276,,Lots-of-LoRAs/task1276_ted_translation_pt_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1261,1261,,Lots-of-LoRAs/task1261_ted_translation_pl_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1647,1647,,Lots-of-LoRAs/task1647_opus_books_en-pt_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task823,823,,Lots-of-LoRAs/task823_peixian-rtgender_sentiment_analysis
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task177,177,,Lots-of-LoRAs/task177_para-nmt_paraphrasing
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task073,073,,Lots-of-LoRAs/task073_commonsenseqa_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task608,608,,Lots-of-LoRAs/task608_sbic_sexual_offense_binary_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task639,639,,Lots-of-LoRAs/task639_multi_woz_user_utterance_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1382,1382,,Lots-of-LoRAs/task1382_quarel_write_correct_answer
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task910,910,,Lots-of-LoRAs/task910_bianet_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task252,252,,Lots-of-LoRAs/task252_spl_translation_en_tr
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task653,653,,Lots-of-LoRAs/task653_parsinlu_fa_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task272,272,,Lots-of-LoRAs/task272_europarl_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task659,659,,Lots-of-LoRAs/task659_tep_fa_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task777,777,,Lots-of-LoRAs/task777_pawsx_english_korean_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task125,125,,Lots-of-LoRAs/task125_conala_pair_differences
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1255,1255,,Lots-of-LoRAs/task1255_ted_translation_it_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task661,661,,Lots-of-LoRAs/task661_mizan_en_fa_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task812,812,,Lots-of-LoRAs/task812_pawsx_chinese_japanese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task613,613,,Lots-of-LoRAs/task613_politifact_text_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1232,1232,,Lots-of-LoRAs/task1232_ted_translation_ar_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1676,1676,,Lots-of-LoRAs/task1676_xquad-ca_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task820,820,,Lots-of-LoRAs/task820_protoqa_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1358,1358,,Lots-of-LoRAs/task1358_xlsum_title_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1142,1142,,Lots-of-LoRAs/task1142_xcsr_ar_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1651,1651,,Lots-of-LoRAs/task1651_opus_books_en-es__translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1690,1690,,Lots-of-LoRAs/task1690_qed_amara_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task792,792,,Lots-of-LoRAs/task792_pawsx_french_german_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task295,295,,Lots-of-LoRAs/task295_semeval_2020_task4_commonsense_reasoning
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1253,1253,,Lots-of-LoRAs/task1253_ted_translation_it_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task387,387,,Lots-of-LoRAs/task387_semeval_2018_task3_irony_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task306,306,,Lots-of-LoRAs/task306_jeopardy_answer_generation_double
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task731,731,,Lots-of-LoRAs/task731_mmmlu_answer_generation_professional_psychology
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1098,1098,,Lots-of-LoRAs/task1098_ted_translation_ja_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1354,1354,,Lots-of-LoRAs/task1354_sent_comp_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task794,794,,Lots-of-LoRAs/task794_pawsx_french_japanese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task937,937,,Lots-of-LoRAs/task937_defeasible_nli_social_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task166,166,,Lots-of-LoRAs/task166_clariq_sentence_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task796,796,,Lots-of-LoRAs/task796_pawsx_spanish_korean_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1339,1339,,Lots-of-LoRAs/task1339_peixian_equity_evaluation_corpus_text_completion
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task546,546,,Lots-of-LoRAs/task546_alt_translation_bg_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task493,493,,Lots-of-LoRAs/task493_review_polarity_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task426,426,,Lots-of-LoRAs/task426_hindienglish_corpora_hi-en_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task657,657,,Lots-of-LoRAs/task657_quran_fa_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1090,1090,,Lots-of-LoRAs/task1090_ted_translation_en_gl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1293,1293,,Lots-of-LoRAs/task1293_kilt_tasks_hotpotqa_question_answering
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1097,1097,,Lots-of-LoRAs/task1097_ted_translation_ja_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task491,491,,Lots-of-LoRAs/task491_mwsc_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task283,283,,Lots-of-LoRAs/task283_dream_incorrect_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task763,763,,Lots-of-LoRAs/task763_emea_es_lt_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task490,490,,Lots-of-LoRAs/task490_mwsc_options_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task299,299,,Lots-of-LoRAs/task299_storycloze_sentence_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task898,898,,Lots-of-LoRAs/task898_freebase_qa_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1264,1264,,Lots-of-LoRAs/task1264_ted_translation_pl_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task765,765,,Lots-of-LoRAs/task765_emea_bg_el_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task800,800,,Lots-of-LoRAs/task800_pawsx_spanish_japanese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1484,1484,,Lots-of-LoRAs/task1484_gene_extraction_linnaeus_dataset
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task860,860,,Lots-of-LoRAs/task860_prost_mcq_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task342,342,,Lots-of-LoRAs/task342_winomt_classification_profession_pro
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1118,1118,,Lots-of-LoRAs/task1118_alt_ja_fil_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1677,1677,,Lots-of-LoRAs/task1677_xquad-ca_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1340,1340,,Lots-of-LoRAs/task1340_msr_text_compression_compression
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task559,559,,Lots-of-LoRAs/task559_alt_translation_en_fi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1193,1193,,Lots-of-LoRAs/task1193_food_course_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1061,1061,,Lots-of-LoRAs/task1061_pib_translation_bengali_marathi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1102,1102,,Lots-of-LoRAs/task1102_ted_translation_es_pl
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1314,1314,,Lots-of-LoRAs/task1314_country_abbreviation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task483,483,,Lots-of-LoRAs/task483_cls_french_dvd_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1009,1009,,Lots-of-LoRAs/task1009_pib_translation_bengali_hindi
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1103,1103,,Lots-of-LoRAs/task1103_ted_translation_es_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1251,1251,,Lots-of-LoRAs/task1251_ted_translation_it_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task150,150,,Lots-of-LoRAs/task150_afs_argument_quality_gun_control
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1619,1619,,Lots-of-LoRAs/task1619_menyo20k-mt_en_yo_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task658,658,,Lots-of-LoRAs/task658_tep_en_fa_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1215,1215,,Lots-of-LoRAs/task1215_atomic_classification_capableof
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task446,446,,Lots-of-LoRAs/task446_opus_paracrawl_en_so_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1360,1360,,Lots-of-LoRAs/task1360_numer_sense_multiple_choice_qa_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1144,1144,,Lots-of-LoRAs/task1144_xcsr_sw_commonsense_mc_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1371,1371,,Lots-of-LoRAs/task1371_newscomm_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task156,156,,Lots-of-LoRAs/task156_codah_classification_adversarial
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task315,315,,Lots-of-LoRAs/task315_europarl_sv-en_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task798,798,,Lots-of-LoRAs/task798_pawsx_spanish_german_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task111,111,,Lots-of-LoRAs/task111_asset_sentence_simplification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task227,227,,Lots-of-LoRAs/task227_clariq_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1094,1094,,Lots-of-LoRAs/task1094_ted_translation_en_pt
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task776,776,,Lots-of-LoRAs/task776_pawsx_japanese_text_modification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task433,433,,Lots-of-LoRAs/task433_alt_hi_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task090,090,,Lots-of-LoRAs/task090_equation_learner_algebra
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1395,1395,,Lots-of-LoRAs/task1395_europa_ecdc_tm_en_sv_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task254,254,,Lots-of-LoRAs/task254_spl_translation_fi_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1488,1488,,Lots-of-LoRAs/task1488_sarcasmdetection_headline_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task392,392,,Lots-of-LoRAs/task392_inverse_causal_relationship
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1119,1119,,Lots-of-LoRAs/task1119_alt_fil_ja_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1263,1263,,Lots-of-LoRAs/task1263_ted_translation_pl_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task350,350,,Lots-of-LoRAs/task350_winomt_classification_gender_identifiability_pro
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task317,317,,Lots-of-LoRAs/task317_crows-pairs_classification_stereotype_type
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1079,1079,,Lots-of-LoRAs/task1079_pib_translation_english_gujarati
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task117,117,,Lots-of-LoRAs/task117_spl_translation_en_de
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task496,496,,Lots-of-LoRAs/task496_semeval_answer_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task173,173,,Lots-of-LoRAs/task173_spl_translation_en_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1663,1663,,Lots-of-LoRAs/task1663_cedr_ru_incorrect_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task521,521,,Lots-of-LoRAs/task521_trivia_question_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task375,375,,Lots-of-LoRAs/task375_classify_type_of_sentence_in_debate
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task143,143,,Lots-of-LoRAs/task143_odd-man-out_classification_generate_category
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1705,1705,,Lots-of-LoRAs/task1705_ljspeech_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1267,1267,,Lots-of-LoRAs/task1267_ted_translation_fa_es
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task813,813,,Lots-of-LoRAs/task813_pawsx_japanese_english_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1621,1621,,Lots-of-LoRAs/task1621_menyo20k-mt_en_yo_language_identification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task545,545,,Lots-of-LoRAs/task545_alt_translation_fi_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1485,1485,,Lots-of-LoRAs/task1485_organ_extraction_anem_dataset
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1370,1370,,Lots-of-LoRAs/task1370_newscomm_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task159,159,,Lots-of-LoRAs/task159_check_frequency_of_words_in_sentence_pair
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task539,539,,Lots-of-LoRAs/task539_alt_translation_ma_en
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1224,1224,,Lots-of-LoRAs/task1224_ted_translation_ja_ar
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1208,1208,,Lots-of-LoRAs/task1208_atomic_classification_xreason
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1278,1278,,Lots-of-LoRAs/task1278_ted_translation_pt_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task561,561,,Lots-of-LoRAs/task561_alt_translation_en_bg
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1282,1282,,Lots-of-LoRAs/task1282_ted_translation_pt_fa
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1225,1225,,Lots-of-LoRAs/task1225_ted_translation_ja_he
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1365,1365,,Lots-of-LoRAs/task1365_opustedtalks_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1383,1383,,Lots-of-LoRAs/task1383_quarel_write_incorrect_answer
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task368,368,,Lots-of-LoRAs/task368_synthetic_even_or_odd_calculation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1096,1096,,Lots-of-LoRAs/task1096_ted_translation_ja_it
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task922,922,,Lots-of-LoRAs/task922_event2mind_word_generation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task809,809,,Lots-of-LoRAs/task809_pawsx_chinese_french_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task142,142,,Lots-of-LoRAs/task142_odd-man-out_classification_no_category
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task1591,1591,,Lots-of-LoRAs/task1591_allocine_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task880,880,,Lots-of-LoRAs/task880_schema_guided_dstc8_classification
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task436,436,,Lots-of-LoRAs/task436_alt_ja_en_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task782,782,,Lots-of-LoRAs/task782_pawsx_english_japanese_translation
Lots-of-LoRAs/Mistral-7B-Instruct-v0.2-4b-r16-task745,745,,Lots-of-LoRAs/task745_ai2_arithmetic_questions_arithmetic
